words,,,,,,,,,,,,,,,,
aaronrodgers,,,,,,,,,,,,,,,,
adamscott,,,,,,,,,,,,,,,,
adriangonzalez,,,,,,,,,,,,,,,,
alexrodriguez,,,,,,,,,,,,,,,,
alfonsosoriano,,,,,,,,,,,,,,,,
amarestoudemire,,,,,,,,,,,,,,,,
barryzito,,,,,,,,,,,,,,,,
blakegriffin,,,,,,,,,,,,,,,,
brandenalbert,,,,,,,,,,,,,,,,
brandonmarshall,,,,,,,,,,,,,,,,
carlcrawford,,,,,,,,,,,,,,,,
carlosdunlap,,,,,,,,,,,,,,,,
carmeloanthony,,,,,,,,,,,,,,,,
ccsabathia,,,,,,,,,,,,,,,,
chrispaul,,,,,,,,,,,,,,,,
chrisbosh,,,,,,,,,,,,,,,,
clifflee,,,,,,,,,,,,,,,,
colehamels,,,,,,,,,,,,,,,,
darrellerevis,,,,,,,,,,,,,,,,
davidortiz,,,,,,,,,,,,,,,,
derekjeter,,,,,,,,,,,,,,,,
deronwilliams,,,,,,,,,,,,,,,,
derrickrose,,,,,,,,,,,,,,,,
dirknowitzki,,,,,,,,,,,,,,,,
zackgreinke,,,,,,,,,,,,,,,,
drewbrees,,,,,,,,,,,,,,,,
dwighthoward,,,,,,,,,,,,,,,,
dwyanewade,,,,,,,,,,,,,,,,
tigerwoods,,,,,,,,,,,,,,,,
elimanning,,,,,,,,,,,,,,,,
mannypacquiao,,,,,,,,,,,,,,,,
felixhernandez,,,,,,,,,,,,,,,,
fernandoalonso,,,,,,,,,,,,,,,,
fernandotorres,,,,,,,,,,,,,,,,
floydmayweather,,,,,,,,,,,,,,,,
franckribéry,,,,,,,,,,,,,,,,
garethbale,,,,,,,,,,,,,,,,
genoatkins,,,,,,,,,,,,,,,,
yayatouré,,,,,,,,,,,,,,,,
henrikstenson,,,,,,,,,,,,,,,,
jairusbyrd,,,,,,,,,,,,,,,,
jasonpeters,,,,,,,,,,,,,,,,
jaysonwerth,,,,,,,,,,,,,,,,
jeffgordon,,,,,,,,,,,,,,,,
jimmiejohnson,,,,,,,,,,,,,,,,
joejohnson,,,,,,,,,,,,,,,,
johansantana,,,,,,,,,,,,,,,,
matthewstafford,,,,,,,,,,,,,,,,
albertpujols,,,,,,,,,,,,,,,,
miguelcabrera,,,,,,,,,,,,,,,,
joemauer,,,,,,,,,,,,,,,,
joehaden,,,,,,,,,,,,,,,,
juliuspeppers,,,,,,,,,,,,,,,,
justinverlander,,,,,,,,,,,,,,,,
kevindurant,,,,,,,,,,,,,,,,
kobebryant,,,,,,,,,,,,,,,,
larryfitzgerald,,,,,,,,,,,,,,,,
lebronjames,,,,,,,,,,,,,,,,
lewishamilton,,,,,,,,,,,,,,,,
lina,,,,,,,,,,,,,,,,
lionelmessi,,,,,,,,,,,,,,,,
luissuárez,,,,,,,,,,,,,,,,
mahendrasinghdhoni,,,,,,,,,,,,,,,,
mariasharapova,,,,,,,,,,,,,,,,
markteixeira,,,,,,,,,,,,,,,,
mattkemp,,,,,,,,,,,,,,,,
mattryan,,,,,,,,,,,,,,,,
mattcain,,,,,,,,,,,,,,,,
mattholliday,,,,,,,,,,,,,,,,
mesutözil,,,,,,,,,,,,,,,,
neymar,,,,,,,,,,,,,,,,
novakdjokovic,,,,,,,,,,,,,,,,
paugasol,,,,,,,,,,,,,,,,
peytonmanning,,,,,,,,,,,,,,,,
philmickelson,,,,,,,,,,,,,,,,
princefielder,,,,,,,,,,,,,,,,
radamelfalcao,,,,,,,,,,,,,,,,
rafaelnadal,,,,,,,,,,,,,,,,
daleearnhardtjr.,,,,,,,,,,,,,,,,
robinvanpersie,,,,,,,,,,,,,,,,
robinsoncano,,,,,,,,,,,,,,,,
rogerfederer,,,,,,,,,,,,,,,,
rorymcilroy,,,,,,,,,,,,,,,,
rudygay,,,,,,,,,,,,,,,,
russellwestbrook,,,,,,,,,,,,,,,,
ryanhoward,,,,,,,,,,,,,,,,
caneloalvarez,,,,,,,,,,,,,,,,
sebastianvettel,,,,,,,,,,,,,,,,
serenawilliams,,,,,,,,,,,,,,,,
sergioagüero,,,,,,,,,,,,,,,,
stevengerrard,,,,,,,,,,,,,,,,
terrellsuggs,,,,,,,,,,,,,,,,
timlincecum,,,,,,,,,,,,,,,,
usainbolt,,,,,,,,,,,,,,,,
vernonwells,,,,,,,,,,,,,,,,
waynerooney,,,,,,,,,,,,,,,,
wladimirklitschko,,,,,,,,,,,,,,,,
zachrandolph,,,,,,,,,,,,,,,,
zlatanibrahimović,,,,,,,,,,,,,,,,
cristianoronaldo,,,,,,,,,,,,,,,,
